val_loss,val_acc,loss,acc
112384392.0,0.0,113803073.86624804,0.0
112384392.0,0.0,113803077.0788069,0.0
112384392.0,0.0,113803079.1133438,0.0
112384392.0,0.0,113803077.85494505,0.0
112384392.0,0.0,113803075.05934066,0.0
112384392.0,0.0,113803076.45588697,0.0
112384392.0,0.0,113803075.27535322,0.0
112384392.0,0.0,113803076.57896389,0.0
112384392.0,0.0,113803078.07598116,0.0
112384392.0,0.0,113803078.08100471,0.0
112384392.0,0.0,113803076.35541601,0.0
112384392.0,0.0,113803076.24489796,0.0
112384392.0,0.0,113803077.3978022,0.0
112384392.0,0.0,113803077.40282574,0.0
112384392.0,0.0,113803078.17645212,0.0
112384392.0,0.0,113803076.79748823,0.0
112384392.0,0.0,113803079.02543171,0.0
112384392.0,0.0,113803077.88006279,0.0
112384392.0,0.0,113803076.97833595,0.0
112384392.0,0.0,113803078.14379905,0.0
112384392.0,0.0,113803076.84270015,0.0
112384392.0,0.0,113803077.77708006,0.0
112384392.0,0.0,113803074.9488226,0.0
112384392.0,0.0,113803078.15384616,0.0
112384392.0,0.0,113803076.57645212,0.0
112384392.0,0.0,113803078.17142858,0.0
112384392.0,0.0,113803074.73029827,0.0
112384392.0,0.0,113803077.41036107,0.0
112384392.0,0.0,113803077.26467818,0.0
112384392.0,0.0,113803075.72496076,0.0
112384392.0,0.0,113803076.49607535,0.0
112384392.0,0.0,113803077.45306122,0.0
112384392.0,0.0,113803076.22229199,0.0
112384392.0,0.0,113803076.6266876,0.0
112384392.0,0.0,113803078.18398744,0.0
112384392.0,0.0,113803076.81758241,0.0
112384392.0,0.0,113803078.24427001,0.0
112384392.0,0.0,113803076.34536892,0.0
112384392.0,0.0,113803079.44740973,0.0
112384392.0,0.0,113803077.2244898,0.0
112384392.0,0.0,113803076.16954474,0.0
112384392.0,0.0,113803079.4800628,0.0
112384392.0,0.0,113803077.00094192,0.0
112384392.0,0.0,113803077.27472527,0.0
112384392.0,0.0,113803077.7544741,0.0
112384392.0,0.0,113803076.17205651,0.0
112384392.0,0.0,113803078.06342229,0.0
112384392.0,0.0,113803078.13877551,0.0
112384392.0,0.0,113803079.07315542,0.0
112384392.0,0.0,113803076.78492935,0.0
112384392.0,0.0,113803076.46593407,0.0
112384392.0,0.0,113803076.59905809,0.0
112384392.0,0.0,113803077.55604395,0.0
112384392.0,0.0,113803079.08571428,0.0
112384392.0,0.0,113803076.82511774,0.0
112384392.0,0.0,113803076.43579277,0.0
112384392.0,0.0,113803076.77488226,0.0
112384392.0,0.0,113803076.63924646,0.0
112384392.0,0.0,113803077.80973312,0.0
112384392.0,0.0,113803077.45808478,0.0
112384392.0,0.0,113803075.20251177,0.0
112384392.0,0.0,113803076.60408163,0.0
112384392.0,0.0,113803075.3255887,0.0
112384392.0,0.0,113803077.23704867,0.0
112384392.0,0.0,113803076.57896389,0.0
112384392.0,0.0,113803078.49795918,0.0
112384392.0,0.0,113803075.21255887,0.0
112384392.0,0.0,113803075.87566718,0.0
112384392.0,0.0,113803077.744427,0.0
112384392.0,0.0,113803077.52087912,0.0
112384392.0,0.0,113803076.67692308,0.0
112384392.0,0.0,113803078.71145996,0.0
112384392.0,0.0,113803076.98838304,0.0
112384392.0,0.0,113803080.10298273,0.0
112384392.0,0.0,113803078.15133438,0.0
112384392.0,0.0,113803077.4078493,0.0
112384392.0,0.0,113803076.84521194,0.0
112384392.0,0.0,113803076.53375196,0.0
112384392.0,0.0,113803077.42291994,0.0
112384392.0,0.0,113803077.66405024,0.0
112384392.0,0.0,113803076.97833595,0.0
112384392.0,0.0,113803078.19905809,0.0
112384392.0,0.0,113803078.20156986,0.0
112384392.0,0.0,113803077.60627943,0.0
112384392.0,0.0,113803079.51522763,0.0
112384392.0,0.0,113803076.84521194,0.0
112384392.0,0.0,113803078.36985871,0.0
112384392.0,0.0,113803079.14850864,0.0
112384392.0,0.0,113803075.6722135,0.0
112384392.0,0.0,113803077.6087912,0.0
112384392.0,0.0,113803078.05839874,0.0
112384392.0,0.0,113803078.29199372,0.0
112384392.0,0.0,113803079.06310833,0.0
112384392.0,0.0,113803077.72182104,0.0
112384392.0,0.0,113803078.19905809,0.0
112384392.0,0.0,113803077.0989011,0.0
112384392.0,0.0,113803075.3632653,0.0
112384392.0,0.0,113803074.35102041,0.0
112384392.0,0.0,113803074.05211931,0.0
112384392.0,0.0,113803075.30047096,0.0
112384392.0,0.0,113803076.76985872,0.0
112384392.0,0.0,113803078.83202511,0.0
112384392.0,0.0,113803079.79654631,0.0
112384392.0,0.0,113803077.58367346,0.0
112384392.0,0.0,113803076.04646781,0.0
112384392.0,0.0,113803077.16923077,0.0
112384392.0,0.0,113803077.89262167,0.0
112384392.0,0.0,113803077.25714286,0.0
112384392.0,0.0,113803077.10141288,0.0
112384392.0,0.0,113803075.28037676,0.0
112384392.0,0.0,113803079.05054945,0.0
112384392.0,0.0,113803078.18649921,0.0
112384392.0,0.0,113803077.5811617,0.0
112384392.0,0.0,113803078.11616954,0.0
112384392.0,0.0,113803078.71648352,0.0
112384392.0,0.0,113803076.47849293,0.0
112384392.0,0.0,113803079.89701727,0.0
112384392.0,0.0,113803076.90549451,0.0
112384392.0,0.0,113803079.8266876,0.0
112384392.0,0.0,113803077.82982731,0.0
112384392.0,0.0,113803076.51868132,0.0
112384392.0,0.0,113803079.67598116,0.0
112384392.0,0.0,113803077.01350078,0.0
112384392.0,0.0,113803078.85463108,0.0
112384392.0,0.0,113803076.45839874,0.0
112384392.0,0.0,113803076.45839874,0.0
112384392.0,0.0,113803078.43767661,0.0
112384392.0,0.0,113803080.16828886,0.0
112384392.0,0.0,113803078.16389325,0.0
112384392.0,0.0,113803077.21946625,0.0
112384392.0,0.0,113803078.43767661,0.0
112384392.0,0.0,113803078.39748822,0.0
112384392.0,0.0,113803075.48634224,0.0
112384392.0,0.0,113803078.56326531,0.0
112384392.0,0.0,113803078.4477237,0.0
112384392.0,0.0,113803075.45620094,0.0
112384392.0,0.0,113803080.08791208,0.0
112384392.0,0.0,113803078.17394035,0.0
112384392.0,0.0,113803078.13124019,0.0
112384392.0,0.0,113803078.78932495,0.0
112384392.0,0.0,113803078.83704866,0.0
112384392.0,0.0,113803077.80973312,0.0
112384392.0,0.0,113803075.13971743,0.0
112384392.0,0.0,113803077.46059655,0.0
112384392.0,0.0,113803076.48854004,0.0
112384392.0,0.0,113803078.4,0.0
112384392.0,0.0,113803077.1189953,0.0
112384392.0,0.0,113803076.19466248,0.0
112384392.0,0.0,113803078.37237048,0.0
112384392.0,0.0,113803078.24175824,0.0
112384392.0,0.0,113803075.94850864,0.0
112384392.0,0.0,113803075.30298273,0.0
112384392.0,0.0,113803077.93783359,0.0
112384392.0,0.0,113803076.09921508,0.0
112384392.0,0.0,113803076.8200942,0.0
112384392.0,0.0,113803079.24646781,0.0
112384392.0,0.0,113803077.47315541,0.0
112384392.0,0.0,113803075.63704866,0.0
112384392.0,0.0,113803077.00345369,0.0
112384392.0,0.0,113803075.96357928,0.0
112384392.0,0.0,113803078.28697017,0.0
112384392.0,0.0,113803075.68979591,0.0
112384392.0,0.0,113803078.39246468,0.0
112384392.0,0.0,113803076.60156986,0.0
112384392.0,0.0,113803077.1566719,0.0
112384392.0,0.0,113803075.05934066,0.0
112384392.0,0.0,113803077.49324961,0.0
112384392.0,0.0,113803077.56357928,0.0
112384392.0,0.0,113803077.95039247,0.0
112384392.0,0.0,113803074.8433281,0.0
112384392.0,0.0,113803077.02354789,0.0
112384392.0,0.0,113803077.32496075,0.0
112384392.0,0.0,113803077.72182104,0.0
112384392.0,0.0,113803077.18681319,0.0
112384392.0,0.0,113803076.36797488,0.0
112384392.0,0.0,113803076.32527472,0.0
112384392.0,0.0,113803078.29952905,0.0
112384392.0,0.0,113803077.17174254,0.0
112384392.0,0.0,113803079.50518054,0.0
112384392.0,0.0,113803076.9632653,0.0
112384392.0,0.0,113803076.21726845,0.0
112384392.0,0.0,113803078.88979591,0.0
112384392.0,0.0,113803078.6989011,0.0
112384392.0,0.0,113803079.5478807,0.0
112384392.0,0.0,113803077.07378335,0.0
112384392.0,0.0,113803077.43799058,0.0
112384392.0,0.0,113803077.61883831,0.0
112384392.0,0.0,113803077.01350078,0.0
112384392.0,0.0,113803077.15164836,0.0
112384392.0,0.0,113803077.90015699,0.0
112384392.0,0.0,113803077.28728415,0.0
112384392.0,0.0,113803076.82260597,0.0
112384392.0,0.0,113803077.09638932,0.0
112384392.0,0.0,113803078.89733124,0.0
112384392.0,0.0,113803077.53846154,0.0
112384392.0,0.0,113803074.23296703,0.0
112384392.0,0.0,113803077.22700156,0.0
112384392.0,0.0,113803077.47817896,0.0
112384392.0,0.0,113803077.14913657,0.0
112384392.0,0.0,113803077.533438,0.0
112384392.0,0.0,113803078.86718996,0.0
112384392.0,0.0,113803077.42040816,0.0
112384392.0,0.0,113803076.43830456,0.0
112384392.0,0.0,113803078.68131869,0.0
112384392.0,0.0,113803078.24427001,0.0
112384392.0,0.0,113803076.34285714,0.0
112384392.0,0.0,113803077.74191523,0.0
112384392.0,0.0,113803078.18147567,0.0
112384392.0,0.0,113803077.62386185,0.0
112384392.0,0.0,113803078.54819466,0.0
112384392.0,0.0,113803076.80502355,0.0
112384392.0,0.0,113803077.27472527,0.0
112384392.0,0.0,113803076.52119309,0.0
112384392.0,0.0,113803081.0323391,0.0
112384392.0,0.0,113803078.10361068,0.0
112384392.0,0.0,113803076.00879121,0.0
112384392.0,0.0,113803075.26279435,0.0
112384392.0,0.0,113803078.28194663,0.0
112384392.0,0.0,113803077.42040816,0.0
112384392.0,0.0,113803078.36985871,0.0
112384392.0,0.0,113803077.83987442,0.0
112384392.0,0.0,113803079.82417582,0.0
112384392.0,0.0,113803075.67472528,0.0
112384392.0,0.0,113803076.48100471,0.0
112384392.0,0.0,113803076.9934066,0.0
112384392.0,0.0,113803078.52810048,0.0
112384392.0,0.0,113803076.94819467,0.0
112384392.0,0.0,113803078.42260596,0.0
112384392.0,0.0,113803077.72935636,0.0
112384392.0,0.0,113803077.56609105,0.0
112384392.0,0.0,113803076.29010989,0.0
112384392.0,0.0,113803077.59874411,0.0
112384392.0,0.0,113803078.48288853,0.0
112384392.0,0.0,113803077.26718995,0.0
112384392.0,0.0,113803078.50047095,0.0
112384392.0,0.0,113803080.63045526,0.0
112384392.0,0.0,113803078.4678179,0.0
112384392.0,0.0,113803076.20470957,0.0
112384392.0,0.0,113803079.32182103,0.0
112384392.0,0.0,113803077.64897959,0.0
112384392.0,0.0,113803077.46813187,0.0
112384392.0,0.0,113803077.1566719,0.0
112384392.0,0.0,113803078.42260596,0.0
112384392.0,0.0,113803075.90832025,0.0
112384392.0,0.0,113803076.2800628,0.0
112384392.0,0.0,113803076.55384615,0.0
112384392.0,0.0,113803076.68194662,0.0
112384392.0,0.0,113803078.34976453,0.0
112384392.0,0.0,113803077.89513344,0.0
112384392.0,0.0,113803076.63171114,0.0
112384392.0,0.0,113803077.39277865,0.0
112384392.0,0.0,113803077.02354789,0.0
112384392.0,0.0,113803077.91522764,0.0
112384392.0,0.0,113803077.96797489,0.0
112384392.0,0.0,113803078.2266876,0.0
112384392.0,0.0,113803077.60627943,0.0
112384392.0,0.0,113803077.74693878,0.0
112384392.0,0.0,113803077.13155416,0.0
112384392.0,0.0,113803078.23673469,0.0
112384392.0,0.0,113803077.88257457,0.0
112384392.0,0.0,113803076.81507064,0.0
112384392.0,0.0,113803081.28602825,0.0
112384392.0,0.0,113803078.30204082,0.0
112384392.0,0.0,113803079.00031397,0.0
112384392.0,0.0,113803077.87503925,0.0
112384392.0,0.0,113803079.23893249,0.0
112384392.0,0.0,113803078.22417583,0.0
112384392.0,0.0,113803077.05871272,0.0
112384392.0,0.0,113803078.05588697,0.0
112384392.0,0.0,113803077.8021978,0.0
112384392.0,0.0,113803075.3632653,0.0
112384392.0,0.0,113803075.84050235,0.0
112384392.0,0.0,113803075.68728414,0.0
112384392.0,0.0,113803077.90769231,0.0
112384392.0,0.0,113803076.11428571,0.0
112384392.0,0.0,113803076.58147566,0.0
112384392.0,0.0,113803076.65431711,0.0
112384392.0,0.0,113803077.91020408,0.0
112384392.0,0.0,113803076.93061225,0.0
112384392.0,0.0,113803077.52339089,0.0
112384392.0,0.0,113803075.4687598,0.0
112384392.0,0.0,113803077.1089482,0.0
112384392.0,0.0,113803077.29733124,0.0
112384392.0,0.0,113803076.65934066,0.0
112384392.0,0.0,113803077.47817896,0.0
112384392.0,0.0,113803078.4577708,0.0
112384392.0,0.0,113803076.68194662,0.0
112384392.0,0.0,113803075.82291993,0.0
112384392.0,0.0,113803076.68948194,0.0
112384392.0,0.0,113803077.59874411,0.0
112384392.0,0.0,113803078.62103611,0.0
112384392.0,0.0,113803076.24238619,0.0
112384392.0,0.0,113803077.1089482,0.0
112384392.0,0.0,113803077.24709576,0.0
112384392.0,0.0,113803079.65588696,0.0
112384392.0,0.0,113803078.82951334,0.0
112384392.0,0.0,113803076.9532182,0.0
112384392.0,0.0,113803077.65902668,0.0
112384392.0,0.0,113803077.79717426,0.0
112384392.0,0.0,113803077.75196232,0.0
112384392.0,0.0,113803077.98304553,0.0
112384392.0,0.0,113803075.81036107,0.0
112384392.0,0.0,113803077.23202512,0.0
112384392.0,0.0,113803078.3899529,0.0
112384392.0,0.0,113803077.14913657,0.0
112384392.0,0.0,113803078.3899529,0.0
112384392.0,0.0,113803076.04395604,0.0
112384392.0,0.0,113803078.06593406,0.0
112384392.0,0.0,113803075.36577708,0.0
112384392.0,0.0,113803075.59183674,0.0
112384392.0,0.0,113803077.90518053,0.0
112384392.0,0.0,113803077.12653062,0.0
112384392.0,0.0,113803077.46310832,0.0
112384392.0,0.0,113803076.58147566,0.0
112384392.0,0.0,113803075.95353219,0.0
112384392.0,0.0,113803076.31522763,0.0
112384392.0,0.0,113803077.33249608,0.0
112384392.0,0.0,113803075.8254317,0.0
112384392.0,0.0,113803077.64897959,0.0
112384392.0,0.0,113803079.09073783,0.0
112384392.0,0.0,113803076.90047096,0.0
112384392.0,0.0,113803078.88477238,0.0
112384392.0,0.0,113803076.24740973,0.0
112384392.0,0.0,113803077.33751962,0.0
112384392.0,0.0,113803078.78178965,0.0
112384392.0,0.0,113803074.76043956,0.0
112384392.0,0.0,113803077.55855574,0.0
112384392.0,0.0,113803077.21193093,0.0
112384392.0,0.0,113803079.5277865,0.0
112384392.0,0.0,113803080.3189953,0.0
112384392.0,0.0,113803075.91836734,0.0
112384392.0,0.0,113803074.75792779,0.0
112384392.0,0.0,113803077.71930926,0.0
112384392.0,0.0,113803077.81726845,0.0
112384392.0,0.0,113803077.87503925,0.0
112384392.0,0.0,113803079.21632653,0.0
112384392.0,0.0,113803077.09136578,0.0
112384392.0,0.0,113803075.72244897,0.0
112384392.0,0.0,113803075.277865,0.0
112384392.0,0.0,113803077.97551021,0.0
112384392.0,0.0,113803078.04583988,0.0
112384392.0,0.0,113803078.19905809,0.0
112384392.0,0.0,113803076.46593407,0.0
112384392.0,0.0,113803079.16357929,0.0
112384392.0,0.0,113803076.53375196,0.0
112384392.0,0.0,113803076.25996861,0.0
112384392.0,0.0,113803075.96609105,0.0
112384392.0,0.0,113803075.79529043,0.0
112384392.0,0.0,113803076.18712716,0.0
112384392.0,0.0,113803076.92810047,0.0
112384392.0,0.0,113803077.10141288,0.0
112384392.0,0.0,113803077.77205652,0.0
112384392.0,0.0,113803078.766719,0.0
112384392.0,0.0,113803077.74693878,0.0
112384392.0,0.0,113803077.14160125,0.0
112384392.0,0.0,113803076.61915228,0.0
112384392.0,0.0,113803076.21726845,0.0
112384392.0,0.0,113803076.61412872,0.0
112384392.0,0.0,113803076.42072214,0.0
112384392.0,0.0,113803077.34505494,0.0
112384392.0,0.0,113803075.33312401,0.0
112384392.0,0.0,113803078.68634222,0.0
112384392.0,0.0,113803076.78744113,0.0
112384392.0,0.0,113803076.17205651,0.0
112384392.0,0.0,113803077.49827315,0.0
112384392.0,0.0,113803077.81475668,0.0
112384392.0,0.0,113803076.21726845,0.0
112384392.0,0.0,113803077.30235478,0.0
112384392.0,0.0,113803078.52307692,0.0
112384392.0,0.0,113803076.18461539,0.0
112384392.0,0.0,113803075.22762951,0.0
112384392.0,0.0,113803080.22605966,0.0
112384392.0,0.0,113803078.61852433,0.0
112384392.0,0.0,113803077.91020408,0.0
112384392.0,0.0,113803076.53626373,0.0
112384392.0,0.0,113803075.81538461,0.0
112384392.0,0.0,113803077.10141288,0.0
112384392.0,0.0,113803075.30298273,0.0
112384392.0,0.0,113803077.7921507,0.0
112384392.0,0.0,113803074.63485086,0.0
112384392.0,0.0,113803076.84270015,0.0
112384392.0,0.0,113803078.62857144,0.0
112384392.0,0.0,113803076.2700157,0.0
112384392.0,0.0,113803077.71428572,0.0
112384392.0,0.0,113803077.16923077,0.0
